TeamID,TeamName,FirstD1Season,LastD1Season,NumTournW,NumTournL,NumTournGames,TournWinPct,MaxTournScore,MinTournScore,Number of D1 Seasons
1101,Abilene Chr,2014,2022,1,2,3,0.33,53,44,8
1102,Air Force,1985,2022,0,2,2,0,69,52,37
1103,Akron,1985,2022,0,3,3,0,64,42,37
1104,Alabama,1985,2022,7,7,14,0.5,96,57,37
1105,Alabama A&M,2000,2022,0,1,1,0,69,69,22
1106,Alabama St,1985,2022,0,3,3,0,61,43,37
1107,SUNY Albany,2000,2022,1,5,6,0.17,71,55,22
1108,Alcorn St,1985,2022,0,0,0,0,0,0,37
1110,American Univ,1985,2022,0,3,3,0,67,35,37
1111,Appalachian St,1985,2022,0,1,1,0,53,53,37
1112,Arizona,1985,2022,22,14,36,0.61,100,55,37
1113,Arizona St,1985,2022,3,5,8,0.38,85,56,37
1114,Ark Little Rock,1985,2022,1,2,3,0.33,85,61,37
1115,Ark Pine Bluff,1999,2022,1,1,2,0.5,61,44,23
1116,Arkansas,1985,2022,6,7,13,0.46,86,55,37
1117,Arkansas St,1985,2022,0,0,0,0,0,0,37
1119,Army,1985,2022,0,0,0,0,0,0,37
1120,Auburn,1985,2022,7,3,10,0.7,97,53,37
1122,Austin Peay,1985,2022,0,3,3,0,79,54,37
1123,Ball St,1985,2022,0,0,0,0,0,0,37
1124,Baylor,1985,2022,17,8,25,0.68,91,50,37
1125,Belmont,2000,2022,1,8,9,0.11,81,44,22
1126,Bethune-Cookman,1985,2022,0,0,0,0,0,0,37
1127,Binghamton,2002,2022,0,1,1,0,62,62,20
1128,Birmingham So,2003,2006,0,0,0,0,0,0,3
1129,Boise St,1985,2022,0,3,3,0,71,55,37
1130,Boston College,1985,2022,5,5,10,0.5,88,54,37
1131,Boston Univ,1985,2022,0,1,1,0,53,53,37
1132,Bowling Green,1985,2022,0,0,0,0,0,0,37
1133,Bradley,1985,2022,2,2,4,0.5,77,64,37
1135,Brown,1985,2022,0,0,0,0,0,0,37
1136,Bryant,2009,2022,0,0,0,0,0,0,13
1137,Bucknell,1985,2022,2,6,8,0.25,80,52,37
1138,Buffalo,1992,2022,2,4,6,0.33,91,58,30
1139,Butler,1985,2022,21,11,32,0.66,81,41,37
1140,BYU,1985,2022,4,11,15,0.27,99,53,37
1141,C Michigan,1985,2022,1,1,2,0.5,79,60,37
1142,Cal Poly,1995,2022,1,1,2,0.5,81,37,27
1143,California,1985,2022,3,7,10,0.3,77,52,37
1144,Campbell,1985,2022,0,0,0,0,0,0,37
1145,Canisius,1985,2022,0,0,0,0,0,0,37
1146,Cent Arkansas,2007,2022,0,0,0,0,0,0,15
1147,Centenary,1985,2011,0,0,0,0,0,0,26
1148,Central Conn,1987,2022,0,1,1,0,57,57,35
1149,Charleston So,1985,2022,0,0,0,0,0,0,37
1150,Charlotte,1985,2022,0,2,2,0,73,63,37
1151,Chattanooga,1985,2022,0,3,3,0,74,47,37
1152,Chicago St,1985,2022,0,0,0,0,0,0,37
1153,Cincinnati,1985,2022,8,12,20,0.4,80,51,37
1154,Citadel,1985,2022,0,0,0,0,0,0,37
1155,Clemson,1985,2022,3,6,9,0.33,84,56,37
1156,Cleveland St,1985,2022,1,2,3,0.33,84,56,37
1157,Coastal Car,1987,2022,0,2,2,0,72,59,35
1158,Col Charleston,1992,2022,0,1,1,0,58,58,30
1159,Colgate,1985,2022,0,2,2,0,70,68,37
1160,Colorado,1985,2022,2,6,8,0.25,96,48,37
1161,Colorado St,1985,2022,1,3,4,0.25,84,41,37
1162,Columbia,1985,2022,0,0,0,0,0,0,37
1163,Connecticut,1985,2022,29,8,37,0.78,103,53,37
1164,Coppin St,1986,2022,0,1,1,0,60,60,36
1165,Cornell,1985,2022,2,3,5,0.4,87,45,37
1166,Creighton,1985,2022,5,9,14,0.36,76,50,37
1167,CS Bakersfield,2008,2022,0,1,1,0,68,68,14
1168,CS Fullerton,1985,2022,0,2,2,0,56,48,37
1169,CS Northridge,1991,2022,0,1,1,0,70,70,31
1170,CS Sacramento,1992,2022,0,0,0,0,0,0,30
1171,Dartmouth,1985,2022,0,0,0,0,0,0,37
1172,Davidson,1985,2022,3,7,10,0.3,82,52,37
1173,Dayton,1985,2022,6,7,13,0.46,82,43,37
1174,Delaware,1985,2022,0,1,1,0,78,78,37
1175,Delaware St,1985,2022,0,1,1,0,46,46,37
1176,Denver,1999,2022,0,0,0,0,0,0,23
1177,DePaul,1985,2022,1,1,2,0.5,76,55,37
1178,Detroit,1985,2022,0,1,1,0,50,50,37
1179,Drake,1985,2022,1,2,3,0.33,99,53,37
1180,Drexel,1985,2022,0,1,1,0,49,49,37
1181,Duke,1985,2022,39,15,54,0.72,96,54,37
1182,Duquesne,1985,2022,0,0,0,0,0,0,37
1183,E Illinois,1985,2022,0,0,0,0,0,0,37
1184,E Kentucky,1985,2022,0,3,3,0,69,64,37
1185,E Michigan,1985,2022,0,0,0,0,0,0,37
1186,E Washington,1985,2022,0,3,3,0,84,56,37
1187,East Carolina,1985,2022,0,0,0,0,0,0,37
1188,SIUE,2009,2022,0,0,0,0,0,0,13
1189,Elon,2000,2022,0,0,0,0,0,0,22
1190,ETSU,1985,2022,0,5,5,0,77,62,37
1191,Evansville,1985,2022,0,0,0,0,0,0,37
1192,F Dickinson,1985,2022,1,3,4,0.25,82,49,37
1193,Fairfield,1985,2022,0,0,0,0,0,0,37
1194,FL Atlantic,1994,2022,0,0,0,0,0,0,28
1195,FL Gulf Coast,2008,2022,3,3,6,0.5,96,50,14
1196,Florida,1985,2022,33,12,45,0.73,112,46,37
1197,Florida A&M,1985,2022,1,2,3,0.33,76,69,37
1198,Florida Intl,1988,2022,0,0,0,0,0,0,34
1199,Florida St,1985,2022,11,8,19,0.58,90,54,37
1200,Fordham,1985,2022,0,0,0,0,0,0,37
1201,Fresno St,1985,2022,0,1,1,0,69,69,37
1202,Furman,1985,2022,0,0,0,0,0,0,37
1203,G Washington,1985,2022,1,4,5,0.2,88,44,37
1204,Ga Southern,1985,2022,0,0,0,0,0,0,37
1205,Gardner Webb,2003,2022,0,1,1,0,56,56,19
1206,George Mason,1985,2022,5,3,8,0.62,86,50,37
1207,Georgetown,1985,2022,9,9,18,0.5,96,53,37
1208,Georgia,1985,2022,0,3,3,0,65,61,37
1209,Georgia St,1985,2022,1,3,4,0.25,67,53,37
1210,Georgia Tech,1985,2022,7,5,12,0.58,80,54,37
1211,Gonzaga,1985,2022,32,18,50,0.64,98,52,37
1212,Grambling,1985,2022,0,0,0,0,0,0,37
1213,Grand Canyon,2014,2022,0,1,1,0,74,74,8
1214,Hampton,1996,2022,1,4,5,0.2,74,45,26
1216,Hartford,1985,2022,0,1,1,0,55,55,37
1217,Harvard,1985,2022,2,4,6,0.33,73,51,37
1218,Hawaii,1985,2022,1,1,2,0.5,77,60,37
1219,High Point,2000,2022,0,0,0,0,0,0,22
1220,Hofstra,1985,2022,0,0,0,0,0,0,37
1221,Holy Cross,1985,2022,1,3,4,0.25,68,51,37
1222,Houston,1985,2022,7,4,11,0.64,87,58,37
1223,Houston Bap,1985,2022,0,0,0,0,0,0,37
1224,Howard,1985,2022,0,0,0,0,0,0,37
1225,Idaho,1985,2022,0,0,0,0,0,0,37
1226,Idaho St,1985,2022,0,0,0,0,0,0,37
1227,IL Chicago,1985,2022,0,1,1,0,53,53,37
1228,Illinois,1985,2022,12,9,21,0.57,92,52,37
1229,Illinois St,1985,2022,0,0,0,0,0,0,37
1230,Incarnate Word,2014,2022,0,0,0,0,0,0,8
1231,Indiana,1985,2022,9,8,17,0.53,99,49,37
1232,Indiana St,1985,2022,0,1,1,0,60,60,37
1233,Iona,1985,2022,0,8,8,0,81,55,37
1234,Iowa,1985,2022,4,7,11,0.36,86,63,37
1235,Iowa St,1985,2022,8,8,16,0.5,94,59,37
1236,PFW,2003,2022,0,0,0,0,0,0,19
1237,IUPUI,1999,2022,0,1,1,0,64,64,23
1238,Jackson St,1985,2022,0,1,1,0,69,69,37
1239,Jacksonville,1985,2022,0,0,0,0,0,0,37
1240,Jacksonville St,1996,2022,0,1,1,0,63,63,26
1241,James Madison,1985,2022,1,1,2,0.5,68,62,37
1242,Kansas,1985,2022,44,17,61,0.72,108,51,37
1243,Kansas St,1985,2022,10,9,19,0.53,101,49,37
1244,Kennesaw,2006,2022,0,0,0,0,0,0,16
1245,Kent,1985,2022,0,3,3,0,80,58,37
1246,Kentucky,1985,2022,40,14,54,0.74,102,54,37
1247,La Salle,1985,2022,3,1,4,0.75,80,58,37
1248,Lafayette,1985,2022,0,1,1,0,52,52,37
1249,Lamar,1985,2022,0,1,1,0,59,59,37
1250,Lehigh,1985,2022,1,3,4,0.25,75,57,37
1251,Liberty,1989,2022,1,4,5,0.2,80,58,33
1252,Lipscomb,2003,2022,0,1,1,0,66,66,19
1253,Long Beach St,1985,2022,0,2,2,0,86,68,37
1254,LIU Brooklyn,1985,2022,0,4,4,0,87,55,37
1255,Longwood,2005,2022,0,0,0,0,0,0,17
1256,Louisiana Tech,1985,2022,0,0,0,0,0,0,37
1257,Louisville,1985,2022,28,13,41,0.68,103,52,37
1258,Loy Marymount,1985,2022,0,0,0,0,0,0,37
1259,Loyola MD,1985,2022,0,1,1,0,59,59,37
1260,Loyola-Chicago,1985,2022,6,2,8,0.75,78,57,37
1261,LSU,1985,2022,8,7,15,0.53,80,45,37
1262,MA Lowell,2014,2022,0,0,0,0,0,0,8
1263,Maine,1985,2022,0,0,0,0,0,0,37
1264,Manhattan,1985,2022,1,4,5,0.2,80,64,37
1265,Marist,1985,2022,0,0,0,0,0,0,37
1266,Marquette,1985,2022,13,11,24,0.54,101,39,37
1267,Marshall,1985,2022,1,1,2,0.5,81,71,37
1268,Maryland,1985,2022,11,10,21,0.52,89,58,37
1269,Massachusetts,1985,2022,0,1,1,0,67,67,37
1270,McNeese St,1985,2022,0,0,0,0,0,0,37
1271,MD E Shore,1985,2022,0,0,0,0,0,0,37
1272,Memphis,1985,2022,16,10,26,0.62,94,45,37
1273,Mercer,1985,2022,1,1,2,0.5,78,63,37
1274,Miami FL,1986,2022,5,5,10,0.5,79,58,36
1275,Miami OH,1985,2022,0,1,1,0,56,56,37
1276,Michigan,1985,2022,23,10,33,0.7,99,44,37
1277,Michigan St,1985,2022,36,18,54,0.67,94,44,37
1278,Minnesota,1985,2022,2,6,8,0.25,86,50,37
1279,Mississippi,1985,2022,2,3,5,0.4,94,57,37
1280,Mississippi St,1985,2022,3,6,9,0.33,93,46,37
1281,Missouri,1985,2022,5,8,13,0.38,102,54,37
1282,Missouri KC,1990,2022,0,0,0,0,0,0,32
1283,Missouri St,1985,2022,0,0,0,0,0,0,37
1284,Monmouth NJ,1985,2022,1,2,3,0.33,71,45,37
1285,Montana,1985,2022,1,7,8,0.12,87,34,37
1286,Montana St,1985,2022,0,0,0,0,0,0,37
1287,Morehead St,1985,2022,2,3,5,0.4,67,48,37
1288,Morgan St,1985,2022,0,2,2,0,54,50,37
1289,Morris Brown,2002,2003,0,0,0,0,0,0,1
1290,MS Valley St,1985,2022,0,2,2,0,58,29,37
1291,Mt St Mary's,1989,2022,2,4,6,0.33,74,52,33
1292,MTSU,1985,2022,2,3,5,0.4,90,50,37
1293,Murray St,1985,2022,3,6,9,0.33,83,52,37
1294,N Colorado,2005,2022,0,1,1,0,50,50,17
1295,N Dakota St,2006,2022,2,4,6,0.33,80,44,16
1296,N Illinois,1985,2022,0,0,0,0,0,0,37
1297,N Kentucky,2013,2022,0,2,2,0,70,57,9
1298,Navy,1985,2022,0,0,0,0,0,0,37
1299,NC A&T,1985,2022,1,1,2,0.5,73,48,37
1300,NC Central,2008,2022,0,4,4,0,75,46,14
1301,NC State,1985,2022,9,9,18,0.5,83,54,37
1303,NE Omaha,2012,2022,0,0,0,0,0,0,10
1304,Nebraska,1985,2022,0,1,1,0,60,60,37
1305,Nevada,1985,2022,6,7,13,0.46,91,59,37
1306,New Hampshire,1985,2022,0,0,0,0,0,0,37
1307,New Mexico,1985,2022,2,5,7,0.29,75,47,37
1308,New Mexico St,1985,2022,0,9,9,0,77,44,37
1309,New Orleans,1985,2022,0,1,1,0,66,66,37
1310,Niagara,1985,2022,1,2,3,0.33,77,67,37
1311,Nicholls St,1985,2022,0,0,0,0,0,0,37
1312,NJIT,2007,2022,0,0,0,0,0,0,15
1313,Norfolk St,1998,2022,2,2,4,0.5,86,50,24
1314,North Carolina,1985,2022,45,13,58,0.78,113,58,37
1315,North Dakota,2009,2022,0,1,1,0,82,82,13
1316,North Florida,2006,2022,0,1,1,0,77,77,16
1317,North Texas,1985,2022,1,3,4,0.25,78,58,37
1318,Northeastern,1985,2022,0,2,2,0,65,53,37
1319,Northern Arizona,1985,2022,0,0,0,0,0,0,37
1320,Northern Iowa,1985,2022,4,7,11,0.36,88,49,37
1321,Northwestern,1985,2022,1,1,2,0.5,73,68,37
1322,Northwestern LA,1985,2022,1,2,3,0.33,64,47,37
1323,Notre Dame,1985,2022,11,10,21,0.52,81,41,37
1324,Oakland,2000,2022,1,3,4,0.25,81,66,22
1325,Ohio,1985,2022,4,4,8,0.5,97,58,37
1326,Ohio St,1985,2022,20,12,32,0.62,98,52,37
1328,Oklahoma,1985,2022,16,12,28,0.57,95,47,37
1329,Oklahoma St,1985,2022,9,10,19,0.47,91,55,37
1330,Old Dominion,1985,2022,1,5,6,0.17,81,46,37
1331,Oral Roberts,1985,2022,2,4,6,0.33,81,54,37
1332,Oregon,1985,2022,17,10,27,0.63,95,49,37
1333,Oregon St,1985,2022,3,2,5,0.6,80,61,37
1334,Pacific,1985,2022,2,4,6,0.33,79,49,37
1335,Penn,1985,2022,0,5,5,0,65,52,37
1336,Penn St,1985,2022,0,1,1,0,64,64,37
1337,Pepperdine,1985,2022,0,0,0,0,0,0,37
1338,Pittsburgh,1985,2022,14,12,26,0.54,89,43,37
1339,Portland,1985,2022,0,0,0,0,0,0,37
1340,Portland St,1999,2022,0,2,2,0,61,59,23
1341,Prairie View,1985,2022,0,1,1,0,76,76,37
1342,Presbyterian,2008,2022,0,0,0,0,0,0,14
1343,Princeton,1985,2022,0,3,3,0,58,49,37
1344,Providence,1985,2022,1,6,7,0.14,77,53,37
1345,Purdue,1985,2022,16,13,29,0.55,99,57,37
1346,Quinnipiac,1999,2022,0,0,0,0,0,0,23
1347,Radford,1985,2022,1,2,3,0.33,71,58,37
1348,Rhode Island,1985,2022,2,2,4,0.5,84,62,37
1349,Rice,1985,2022,0,0,0,0,0,0,37
1350,Richmond,1985,2022,2,3,5,0.4,71,57,37
1351,Rider,1985,2022,0,0,0,0,0,0,37
1352,Robert Morris,1985,2022,1,3,4,0.25,81,56,37
1353,Rutgers,1985,2022,1,1,2,0.5,60,60,37
1354,S Carolina St,1985,2022,0,1,1,0,54,54,37
1355,S Dakota St,2006,2022,0,5,5,0,74,46,16
1356,S Illinois,1985,2022,3,5,8,0.38,77,46,37
1357,Sacred Heart,2000,2022,0,0,0,0,0,0,22
1358,Sam Houston St,1987,2022,0,2,2,0,59,55,35
1359,Samford,1985,2022,0,0,0,0,0,0,37
1360,San Diego,1985,2022,1,2,3,0.33,70,63,37
1361,San Diego St,1985,2022,6,9,15,0.4,83,49,37
1362,San Francisco,1986,2022,0,0,0,0,0,0,36
1363,San Jose St,1985,2022,0,0,0,0,0,0,37
1364,UC Santa Barbara,1985,2022,0,3,3,0,62,51,37
1365,Santa Clara,1985,2022,0,0,0,0,0,0,37
1366,Savannah St,2003,2019,0,0,0,0,0,0,16
1367,SC Upstate,2008,2022,0,0,0,0,0,0,14
1368,SE Louisiana,1985,2022,0,1,1,0,50,50,37
1369,SE Missouri St,1992,2022,0,0,0,0,0,0,30
1370,Seattle,2009,2022,0,0,0,0,0,0,13
1371,Seton Hall,1985,2022,2,6,8,0.25,94,52,37
1372,SF Austin,1987,2022,2,5,7,0.29,77,44,35
1373,Siena,1985,2022,2,3,5,0.4,83,64,37
1374,SMU,1985,2022,0,2,2,0,65,59,37
1375,South Alabama,1985,2022,0,2,2,0,61,50,37
1376,South Carolina,1985,2022,4,2,6,0.67,93,43,37
1377,South Dakota,2009,2022,0,0,0,0,0,0,13
1378,South Florida,1985,2022,2,1,3,0.67,65,56,37
1379,Southern Miss,1985,2022,0,1,1,0,64,64,37
1380,Southern Univ,1985,2022,0,3,3,0,58,54,37
1381,Southern Utah,1989,2022,0,0,0,0,0,0,33
1382,St Bonaventure,1985,2022,1,3,4,0.25,65,61,37
1383,St Francis NY,1985,2022,0,0,0,0,0,0,37
1384,St Francis PA,1985,2022,0,0,0,0,0,0,37
1385,St John's,1985,2022,0,3,3,0,71,64,37
1386,St Joseph's PA,1985,2022,4,5,9,0.44,84,62,37
1387,St Louis,1985,2022,3,4,7,0.43,83,51,37
1388,St Mary's CA,1985,2022,4,7,11,0.36,85,49,37
1389,St Peter's,1985,2022,0,1,1,0,43,43,37
1390,Stanford,1985,2022,6,6,12,0.5,82,58,37
1391,Stetson,1985,2022,0,0,0,0,0,0,37
1392,Stony Brook,2000,2022,0,1,1,0,57,57,22
1393,Syracuse,1985,2022,30,13,43,0.7,95,46,37
1394,TAM C. Christi,2003,2022,0,1,1,0,63,63,19
1395,TCU,1985,2022,0,1,1,0,52,52,37
1396,Temple,1985,2022,2,8,10,0.2,76,44,37
1397,Tennessee,1985,2022,14,10,24,0.58,121,45,37
1398,Tennessee St,1985,2022,0,0,0,0,0,0,37
1399,Tennessee Tech,1985,2022,0,0,0,0,0,0,37
1400,Texas,1985,2022,16,15,31,0.52,87,48,37
1401,Texas A&M,1985,2022,10,8,18,0.56,92,49,37
1402,Texas St,1985,2022,0,0,0,0,0,0,37
1403,Texas Tech,1985,2022,12,7,19,0.63,78,59,37
1404,TN Martin,1993,2022,0,0,0,0,0,0,29
1405,Toledo,1985,2022,0,0,0,0,0,0,37
1406,Towson,1985,2022,0,0,0,0,0,0,37
1407,Troy,1994,2022,0,2,2,0,65,59,28
1408,Tulane,1985,2022,0,0,0,0,0,0,37
1409,Tulsa,1985,2022,1,3,4,0.25,84,59,37
1410,UTRGV,1985,2022,0,0,0,0,0,0,37
1411,TX Southern,1985,2022,2,6,8,0.25,84,60,37
1412,UAB,1985,2022,4,5,9,0.44,102,52,37
1413,UC Davis,2005,2022,1,1,2,0.5,67,62,17
1414,UC Irvine,1985,2022,1,2,3,0.33,70,54,37
1415,UC Riverside,2002,2022,0,0,0,0,0,0,20
1416,UCF,1985,2022,1,3,4,0.25,76,44,37
1417,UCLA,1985,2022,26,12,38,0.68,97,50,37
1418,Louisiana,1985,2022,0,3,3,0,66,52,37
1419,ULM,1985,2022,0,0,0,0,0,0,37
1420,UMBC,1987,2022,1,2,3,0.33,74,43,35
1421,UNC Asheville,1987,2022,2,4,6,0.33,92,51,35
1422,UNC Greensboro,1992,2022,0,2,2,0,64,54,30
1423,UNC Wilmington,1985,2022,0,4,4,0,85,71,37
1424,UNLV,1985,2022,3,6,9,0.33,74,56,37
1425,USC,1985,2022,8,7,15,0.53,87,46,37
1426,UT Arlington,1985,2022,0,1,1,0,63,63,37
1427,UT San Antonio,1985,2022,1,2,3,0.33,70,45,37
1428,Utah,1985,2022,6,6,12,0.5,80,51,37
1429,Utah St,1985,2022,0,8,8,0,68,53,37
1430,Utah Valley,2005,2022,0,0,0,0,0,0,17
1431,UTEP,1985,2022,0,3,3,0,83,54,37
1433,VCU,1985,2022,9,11,20,0.45,94,53,37
1434,Valparaiso,1985,2022,0,3,3,0,62,49,37
1435,Vanderbilt,1985,2022,5,8,13,0.38,79,50,37
1436,Vermont,1985,2022,2,7,9,0.22,71,51,37
1437,Villanova,1985,2022,30,13,43,0.7,95,51,37
1438,Virginia,1985,2022,14,8,22,0.64,85,39,37
1439,Virginia Tech,1985,2022,3,5,8,0.38,83,48,37
1440,VMI,1985,2022,0,0,0,0,0,0,37
1441,W Carolina,1985,2022,0,0,0,0,0,0,37
1442,W Illinois,1985,2022,0,0,0,0,0,0,37
1443,WKU,1985,2022,4,5,9,0.44,101,57,37
1444,W Michigan,1985,2022,0,2,2,0,58,53,37
1445,W Salem St,2007,2010,0,0,0,0,0,0,3
1447,Wagner,1985,2022,0,1,1,0,61,61,37
1448,Wake Forest,1985,2022,5,6,11,0.45,105,60,37
1449,Washington,1985,2022,9,7,16,0.56,100,56,37
1450,Washington St,1985,2022,3,2,5,0.6,74,47,37
1451,Weber St,1985,2022,0,4,4,0,74,42,37
1452,West Virginia,1985,2022,19,12,31,0.61,111,39,37
1453,WI Green Bay,1985,2022,0,1,1,0,65,65,37
1454,WI Milwaukee,1991,2022,3,4,7,0.43,83,53,31
1455,Wichita St,1985,2022,12,9,21,0.57,86,52,37
1456,William & Mary,1985,2022,0,0,0,0,0,0,37
1457,Winthrop,1987,2022,1,7,8,0.12,74,40,35
1458,Wisconsin,1985,2022,29,17,46,0.63,86,46,37
1459,Wofford,1996,2022,1,5,6,0.17,84,40,26
1460,Wright St,1988,2022,0,2,2,0,58,47,34
1461,Wyoming,1985,2022,0,1,1,0,54,54,37
1462,Xavier,1985,2022,21,14,35,0.6,102,55,37
1463,Yale,1985,2022,1,2,3,0.33,79,64,37
1464,Youngstown St,1985,2022,0,0,0,0,0,0,37
1465,Cal Baptist,2019,2022,0,0,0,0,0,0,3
1466,North Alabama,2019,2022,0,0,0,0,0,0,3
1467,Merrimack,2020,2022,0,0,0,0,0,0,2
1468,Bellarmine,2021,2022,0,0,0,0,0,0,1
1469,Dixie St,2021,2022,0,0,0,0,0,0,1
1470,Tarleton St,2021,2022,0,0,0,0,0,0,1
1471,UC San Diego,2021,2022,0,0,0,0,0,0,1
1472,St Thomas MN,2022,2022,0,0,0,0,0,0,0
